Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
68,0.2000513914561007,0.3376671539413559,0.33896001810551923,0.12332143649702426
69,0.22067233173476594,0.2608850812920977,0.35864504798305324,0.159797538990083
70,0.11488550189132596,0.42662959132010125,0.19712972211890267,0.2613551846696702
71,0.1904518015217606,0.28209523218359744,0.3702875735291256,0.1571653927655163
72,0.21551505702407467,0.308548546287286,0.23571310132500758,0.24022329536363166
73,0.18226172482706468,0.26529063333007846,0.41786643789014394,0.13458120395271286
74,0.1054124239556973,0.21707669792446754,0.4600735137239831,0.21743736439585212
75,0.19545538682974845,0.2703694698860248,0.4100445937195449,0.12413054956468178
76,0.12590062824966414,0.31713697027551685,0.185977119795424,0.37098528167939504
77,0.1586239878679587,0.21704902854993618,0.4328635138945392,0.19146346968756617
78,0.1573796062564272,0.25200596979969847,0.4615409692827525,0.1290734546611216
79,0.21255574830988455,0.27051617070868306,0.3614516126808162,0.15547646830061626
80,0.11820861973284895,0.28779533573314053,0.37593254073355103,0.21806350380045952
81,0.15294477513106267,0.2787694087186341,0.43471009344836387,0.13357572270193926
82,0.10284724432424165,0.1598704597840884,0.4121874706970541,0.3250948251946159
83,0.2044775167289252,0.2662399113800471,0.36666277513660256,0.16261979675442523
84,0.1242471749556503,0.261006860920518,0.47156392831856153,0.14318203580527009
85,0.19885469330086766,0.2756271546624799,0.39339415074594547,0.132124001290707
86,0.15760132132556723,0.36196972102802605,0.3050581894588097,0.17537076818759703
87,0.1833554709735391,0.2322637266807107,0.4366138627431285,0.14776693960262174
88,0.20990841824514028,0.376450270770511,0.21880527335647856,0.19483603762787013
89,0.18949614292099948,0.2882161726338201,0.4005816911673257,0.12170599327785453
90,0.28273627367538534,0.35652869683774213,0.1793800596858399,0.18135496980103272
91,0.15728198499507176,0.2885850300467446,0.4127639827198252,0.14136900223835863
92,0.19463461209699123,0.3136616186544635,0.2066294001408809,0.28507436910766404
93,0.20737997601019095,0.29587360652815525,0.36546773752037276,0.1312786799412811
94,0.29593645625427156,0.1983241180808416,0.33870006103566813,0.16703936462921878
95,0.16649358367130274,0.26977033452882343,0.3421285848318405,0.22160749696803325
96,0.13333046417802763,0.2862764810489541,0.27279961157052257,0.30759344320249576
97,0.1704248805869412,0.21001919603312705,0.4623865283514705,0.1571693950284612
98,0.14011008615769616,0.18433096412264885,0.5859873126786057,0.08957163704104941
99,0.16305721366552034,0.31678062150954334,0.4092376051732058,0.11092455965173043
100,0.0872007727792429,0.09284303320521076,0.5788815008718163,0.2410746931437297
101,0.20325242352485937,0.2573450868154188,0.4042278669709189,0.13517462268880293
102,0.24988476439559892,0.30408599410602116,0.29117562261667973,0.1548536188817004
103,0.13879590535258335,0.27767530101764615,0.40129505045143427,0.18223374317833627
104,0.2028586456133186,0.36706372846280905,0.2964853213094084,0.13359230461446386
105,0.1891891430875997,0.23489029216347249,0.43548196082325347,0.14043860392567425
106,0.08366860131049432,0.1117104442353741,0.7514252435026196,0.05319571095151207
107,0.219063499186779,0.27164667611218457,0.3708623289687597,0.13842749573227658
108,0.21194297187449063,0.25880323406705413,0.37288718072189525,0.15636661333655996
109,0.20097042603031542,0.2870907449573848,0.3843110681929394,0.12762776081936017
110,0.11792593277929762,0.24669580180012457,0.3577764564590429,0.2776018089615352
111,0.19133330717810457,0.22619313824672674,0.43831896562525535,0.1441545889499133
112,0.1679090531598273,0.3116485498022964,0.37959831378899195,0.14084408324888423
113,0.1654906587176676,0.23808543323485037,0.44356810954170023,0.1528557985057817
114,0.27196571703806094,0.3806388157625797,0.1807183455880081,0.16667712161135115
115,0.16521110084958812,0.23702941236356356,0.437503337281272,0.16025614950557646
116,0.09030136294037114,0.10426903327317355,0.7373875929411065,0.06804201084534876
117,0.20071586529577615,0.2625746050891474,0.35183997201374567,0.18486955760133075
118,0.08615244299184686,0.09173310661930609,0.7761611905647281,0.04595325982411895
119,0.19827328477226724,0.29531305845711614,0.379434417742172,0.12697923902844466
