Parameter1,Parameter2,Parameter3,Quality_label
0.004727201,0.011409458,0.140915779,Fail
0.011387925,0.016852477,26.93801751,Pass
11.57280667,8.65053754,0.377331664,Excellent
6.680183174,10.51338213,0.377331664,Pass
8.322398398,10.51338213,0.377331664,Excellent
8.322398398,10.51338213,0.377331664,Good
9.289205427,10.51338213,0.377331664,Good
10.36832573,10.51338213,0.377331664,Good
11.57280667,10.51338213,0.377331664,Pass
14.41779441,12.77737982,0.377331664,Good
7.456215243,10.51338213,0.377331664,Excellent
12.91721128,8.65053754,0.377331664,Fail
8.322398398,10.51338213,0.377331664,Excellent
8.322398398,10.51338213,0.377331664,Good
11.57280667,10.51338213,0.377331664,Pass
8.322398398,12.77737982,0.377331664,Excellent
9.289205427,10.51338213,0.377331664,Pass
14.41779441,10.51338213,0.377331664,Good
8.322398398,12.77737982,0.377331664,Excellent
7.456215243,10.51338213,0.377331664,Pass
0.664441881,2.208755332,0.007339538,Good
0.664441881,2.208755332,0.007339538,Good
0.664441881,2.208755332,0.007339538,Pass
60.17133927,15.52891668,0.073077532,Excellent
0.595287734,0.563964967,0.073077532,Excellent
0.664441881,0.314162296,0.073077532,Pass
0.003794407,0.007724428,0.005285437,Good
11.57280667,22.93717192,37.40705398,Fail
12.91721128,22.93717192,37.40705398,Pass
12.91721128,22.93717192,37.40705398,Pass
11.57280667,18.87298153,37.40705398,Pass
10.36832573,15.52891668,37.40705398,Pass
10.36832573,15.52891668,37.40705398,Fail
16.09269921,33.87962382,37.40705398,Fail
16.09269921,33.87962382,37.40705398,Pass
16.09269921,33.87962382,37.40705398,Excellent
17.96217649,27.87656284,37.40705398,Excellent
16.09269921,22.93717192,37.40705398,Pass
9.289205427,15.52891668,37.40705398,Good
9.289205427,15.52891668,37.40705398,Pass
9.289205427,15.52891668,37.40705398,Pass
7.456215243,12.77737982,37.40705398,Good
7.456215243,12.77737982,37.40705398,Pass
7.456215243,10.51338213,37.40705398,Fail
7.456215243,10.51338213,37.40705398,Good
17.96217649,27.87656284,37.40705398,Pass
11.57280667,22.93717192,37.40705398,Pass
14.41779441,27.87656284,37.40705398,Pass
6.680183174,18.87298153,37.40705398,Fail
17.96217649,15.52891668,37.40705398,Fail
17.96217649,15.52891668,37.40705398,Pass
17.96217649,18.87298153,37.40705398,Pass
17.96217649,18.87298153,37.40705398,Pass
20.0488296,18.87298153,37.40705398,Excellent
10.36832573,22.93717192,37.40705398,Pass
11.57280667,8.65053754,37.40705398,Pass
11.57280667,8.65053754,37.40705398,Pass
10.36832573,8.65053754,37.40705398,Pass
10.36832573,10.51338213,37.40705398,Pass
9.289205427,10.51338213,37.40705398,Good
8.322398398,10.51338213,37.40705398,Pass
8.322398398,10.51338213,37.40705398,Good
6.680183174,10.51338213,37.40705398,Pass
17.96217649,8.65053754,37.40705398,Good
17.96217649,8.65053754,37.40705398,Fail
20.0488296,15.52891668,37.40705398,Pass
17.96217649,18.87298153,37.40705398,Pass
11.57280667,15.52891668,37.40705398,Pass
11.57280667,15.52891668,37.40705398,Pass
20.0488296,10.51338213,37.40705398,Pass
17.96217649,15.52891668,37.40705398,Pass
17.96217649,15.52891668,37.40705398,Pass
20.0488296,22.93717192,37.40705398,Pass
16.09269921,15.52891668,37.40705398,Pass
16.09269921,27.87656284,37.40705398,Excellent
9.289205427,10.51338213,37.40705398,Pass
10.36832573,10.51338213,37.40705398,Pass
16.09269921,18.87298153,37.40705398,Pass
16.09269921,27.87656284,37.40705398,Pass
16.09269921,27.87656284,37.40705398,Pass
16.09269921,27.87656284,37.40705398,Pass
16.09269921,15.52891668,37.40705398,Pass
17.96217649,8.65053754,37.40705398,Fail
17.96217649,10.51338213,37.40705398,Fail
20.0488296,27.87656284,37.40705398,Pass
16.09269921,27.87656284,37.40705398,Pass
17.96217649,27.87656284,37.40705398,Excellent
17.96217649,27.87656284,37.40705398,Good
16.09269921,27.87656284,37.40705398,Excellent
16.09269921,12.77737982,37.40705398,Pass
16.09269921,27.87656284,37.40705398,Pass
14.41779441,12.77737982,37.40705398,Pass
14.41779441,22.93717192,37.40705398,Pass
14.41779441,12.77737982,37.40705398,Pass
12.91721128,10.51338213,37.40705398,Pass
11.57280667,22.93717192,37.40705398,Pass
0.53333105,0.563964967,0.377331664,Fail
1.031281579,0.563964967,10.06009321,Fail
1.786601059,0.258496524,10.06009321,Pass
1.786601059,0.314162296,10.06009321,Pass
2.48437862,3.262468451,0.195680478,Pass
4.803946644,3.965022677,0.195680478,Excellent
3.45468122,2.684398366,0.195680478,Excellent
4.803946644,3.965022677,0.195680478,Good
4.803946644,3.965022677,0.195680478,Excellent
2.48437862,2.208755332,0.195680478,Good
0.923947288,0.175007232,10.06009321,Fail
1.031281579,0.314162296,10.06009321,Pass
1.151084818,0.314162296,10.06009321,Pass
1.031281579,0.258496524,10.06009321,Pass
0.014187462,0.020481563,3.756975634,Fail
0.014187462,0.020481563,3.756975634,Good
1.600654212,0.833011192,3.756975634,Good
0.159208463,0.258496524,0.523975675,Fail
0.08233524,0.212694055,0.523975675,Fail
0.177703596,0.258496524,0.523975675,Fail
0.159208463,0.258496524,0.523975675,Fail
0.091900066,0.212694055,0.523975675,Excellent
0.08233524,0.212694055,0.523975675,Fail
12.91721128,27.87656284,0.140915779,Excellent
12.91721128,27.87656284,0.140915779,Good
12.91721128,27.87656284,0.140915779,Excellent
0.000470189,4.85E-05,37.40705398,Excellent
10.36832573,10.51338213,0.073077532,Excellent
6.680183174,8.65053754,0.073077532,Good
16.09269921,8.65053754,0.073077532,Pass
11.57280667,15.52891668,0.073077532,Fail
10.36832573,10.51338213,0.073077532,Fail
6.680183174,8.65053754,0.073077532,Good
6.680183174,10.51338213,0.073077532,Good
6.680183174,10.51338213,0.073077532,Excellent
6.680183174,8.65053754,0.073077532,Excellent
2.772987095,0.080215552,0.523975675,Good
0.923947288,1.81739051,517.1976103,Fail
1.151084818,2.208755332,517.1976103,Fail
1.284805512,2.208755332,517.1976103,Fail
0.004727201,0.011409458,5.217065074,Fail
16.09269921,8.65053754,139.0929147,Good
16.09269921,27.87656284,139.0929147,Pass
16.09269921,27.87656284,139.0929147,Excellent
16.09269921,8.65053754,139.0929147,Excellent
9.289205427,18.87298153,139.0929147,Pass
20.0488296,10.51338213,139.0929147,Fail
8.322398398,10.51338213,139.0929147,Excellent
6.680183174,8.65053754,139.0929147,Excellent
7.456215243,10.51338213,139.0929147,Excellent
9.289205427,15.52891668,139.0929147,Excellent
9.289205427,15.52891668,139.0929147,Excellent
6.680183174,18.87298153,139.0929147,Fail
16.09269921,33.87962382,139.0929147,Pass
9.289205427,10.51338213,139.0929147,Pass
9.289205427,15.52891668,139.0929147,Pass
11.57280667,18.87298153,139.0929147,Good
12.91721128,18.87298153,139.0929147,Good
12.91721128,27.87656284,139.0929147,Good
12.91721128,10.51338213,139.0929147,Pass
6.680183174,18.87298153,139.0929147,Fail
11.57280667,8.65053754,139.0929147,Pass
9.289205427,10.51338213,139.0929147,Good
9.289205427,10.51338213,139.0929147,Good
10.36832573,22.93717192,139.0929147,Good
17.96217649,18.87298153,139.0929147,Pass
9.289205427,10.51338213,139.0929147,Good
10.36832573,8.65053754,139.0929147,Pass
16.09269921,12.77737982,139.0929147,Pass
17.96217649,18.87298153,139.0929147,Pass
17.96217649,18.87298153,139.0929147,Excellent
17.96217649,18.87298153,139.0929147,Pass
17.96217649,15.52891668,139.0929147,Pass
11.57280667,8.65053754,139.0929147,Good
14.41779441,12.77737982,139.0929147,Pass
0.005889307,0.006355752,0.010191934,Fail
0.003794407,0.007724428,0.010191934,Fail
1.994149218,3.965022677,13.96979008,Excellent
0.00126428,0.002397012,0.019653159,Fail
0.00126428,0.002913195,0.019653159,Fail
0.923947288,0.685411649,0.140915779,Excellent
0.923947288,0.685411649,0.140915779,Excellent
1.031281579,0.833011192,0.140915779,Good
1.151084818,0.833011192,0.140915779,Good
0.923947288,0.833011192,0.140915779,Pass
0.923947288,0.685411649,0.140915779,Pass
0.827784194,0.563964967,0.101477965,Excellent
0.000524811,0.000105799,13.96979008,Fail
0.000524811,7.16E-05,13.96979008,Good
0.000524811,7.16E-05,13.96979008,Good
0.000524811,8.71E-05,13.96979008,Good
8.322398398,5.856584117,2.70551847,Excellent
9.289205427,5.856584117,2.70551847,Excellent
9.289205427,5.856584117,2.70551847,Good
7.456215243,4.818868004,2.70551847,Excellent
9.289205427,5.856584117,2.70551847,Excellent
7.456215243,4.818868004,2.70551847,Excellent
8.322398398,5.856584117,2.70551847,Pass
8.322398398,5.856584117,2.70551847,Excellent
9.289205427,5.856584117,2.70551847,Good
9.289205427,5.856584117,2.70551847,Pass
10.36832573,7.117766557,2.70551847,Pass
10.36832573,7.117766557,2.70551847,Pass
11.57280667,7.117766557,2.70551847,Pass
6.680183174,5.856584117,0.073077532,Pass
6.680183174,5.856584117,0.073077532,Excellent
7.456215243,4.818868004,0.073077532,Good
2.225808096,3.262468451,1.403055182,Good
2.225808096,3.262468451,1.403055182,Pass
2.225808096,3.965022677,1.403055182,Pass
2.225808096,3.965022677,1.403055182,Good
2.225808096,3.965022677,1.403055182,Pass
2.225808096,3.965022677,1.403055182,Pass
2.225808096,3.965022677,1.403055182,Pass
2.225808096,3.965022677,1.403055182,Pass
2.225808096,3.965022677,1.403055182,Excellent
1.600654212,3.262468451,1.403055182,Pass
2.225808096,3.965022677,1.403055182,Pass
1.994149218,3.262468451,1.403055182,Pass
2.225808096,3.965022677,1.403055182,Pass
1.994149218,3.262468451,1.403055182,Pass
1.284805512,2.684398366,1.403055182,Pass
1.284805512,2.684398366,1.403055182,Pass
1.151084818,2.208755332,1.403055182,Pass
1.151084818,2.208755332,1.403055182,Pass
1.031281579,2.208755332,1.403055182,Pass
1.031281579,2.208755332,1.403055182,Good
1.031281579,2.208755332,1.403055182,Good
0.741629616,1.81739051,1.403055182,Pass
0.741629616,1.81739051,1.403055182,Fail
1.600654212,3.262468451,1.403055182,Pass
1.600654212,3.262468451,1.403055182,Pass
1.600654212,3.262468451,1.403055182,Pass
1.786601059,3.965022677,1.403055182,Pass
1.786601059,3.965022677,1.403055182,Pass
1.994149218,3.965022677,1.403055182,Pass
1.994149218,3.965022677,1.403055182,Pass
1.031281579,2.208755332,1.403055182,Good
1.151084818,2.208755332,1.403055182,Pass
1.151084818,2.208755332,1.403055182,Pass
1.284805512,2.208755332,1.403055182,Pass
1.284805512,2.208755332,1.403055182,Pass
1.434060443,2.208755332,1.403055182,Excellent
1.434060443,2.684398366,1.403055182,Pass
1.600654212,2.684398366,1.403055182,Pass
1.600654212,2.684398366,1.403055182,Excellent
1.786601059,2.684398366,1.403055182,Pass
1.786601059,3.262468451,1.403055182,Good
1.786601059,3.262468451,1.403055182,Pass
1.994149218,3.262468451,1.403055182,Pass
1.600654212,4.818868004,1.403055182,Pass
1.600654212,4.818868004,1.403055182,Pass
1.600654212,3.262468451,1.403055182,Pass
1.600654212,4.818868004,1.403055182,Pass
0.000271408,0.00090401,0.037897287,Fail
3.095123009,4.818868004,0.140915779,Pass
3.095123009,4.818868004,0.140915779,Pass
4.803946644,3.965022677,0.02729105,Fail
0.159208463,0.09748952,1.948330493,Pass
6.680183174,4.818868004,0.271728615,Excellent
7.456215243,7.117766557,0.271728615,Excellent
7.456215243,5.856584117,0.271728615,Pass
7.456215243,7.117766557,0.271728615,Good
7.456215243,5.856584117,0.271728615,Pass
7.456215243,5.856584117,0.271728615,Good
6.680183174,5.856584117,0.271728615,Excellent
7.456215243,5.856584117,0.271728615,Good
6.680183174,4.818868004,0.271728615,Excellent
7.456215243,7.117766557,0.271728615,Excellent
6.680183174,5.856584117,0.271728615,Pass
0.247107775,0.258496524,5.217065074,Good
0.247107775,0.258496524,5.217065074,Pass
0.247107775,0.212694055,5.217065074,Good
0.198347294,0.175007232,5.217065074,Good
1.031281579,0.464037172,100.1652623,Pass
1.031281579,0.563964967,100.1652623,Fail
1.031281579,0.464037172,100.1652623,Good
1.151084818,0.381815379,100.1652623,Good
1.151084818,0.381815379,100.1652623,Fail
1.031281579,0.563964967,100.1652623,Good
1.031281579,0.464037172,100.1652623,Fail
1.151084818,0.314162296,100.1652623,Excellent
6.680183174,4.818868004,26.93801751,Fail
9.289205427,5.856584117,0.271728615,Pass
9.289205427,7.117766557,0.271728615,Good
0.10257603,0.006355752,0.140915779,Pass
3.095123009,0.464037172,0.003806212,Fail
0.000156665,0.000280529,0.052625471,Pass
1.031281579,0.314162296,19.39892909,Fail
1.031281579,0.258496524,19.39892909,Fail
0.827784194,0.175007232,19.39892909,Pass
1.031281579,0.314162296,19.39892909,Fail
0.923947288,0.212694055,19.39892909,Fail
0.000156665,0.000414358,517.1976103,Good
0.000156665,0.000414358,517.1976103,Pass
0.00014036,0.000414358,517.1976103,Good
0.00014036,0.000414358,517.1976103,Pass
0.00024316,0.000414358,517.1976103,Pass
0.000195179,0.000414358,517.1976103,Pass
0.000338129,0.000612033,517.1976103,Fail
0.000338129,0.000743831,517.1976103,Excellent
0.000338129,0.000743831,517.1976103,Good
0.00024316,0.000503588,517.1976103,Fail
0.00014036,0.000414358,517.1976103,Good
0.221389157,0.11848334,0.052625471,Pass
0.53333105,1.230409133,0.073077532,Good
0.595287734,1.230409133,0.073077532,Excellent
0.664441881,1.230409133,0.073077532,Good
0.595287734,1.230409133,0.073077532,Good
0.477822728,1.230409133,0.073077532,Good
0.221389157,0.258496524,0.019653159,Fail
0.664441881,1.495370817,0.037897287,Pass
0.664441881,1.495370817,0.037897287,Pass
9.289205427,7.117766557,0.052625471,Excellent
9.289205427,5.856584117,0.052625471,Pass
9.289205427,5.856584117,0.052625471,Pass
7.456215243,5.856584117,0.052625471,Excellent
6.680183174,4.818868004,0.052625471,Good
6.680183174,4.818868004,0.052625471,Good
9.289205427,7.117766557,0.052625471,Good
0.127792692,0.044684871,0.271728615,Good
9.289205427,10.51338213,0.195680478,Good
14.41779441,10.51338213,0.195680478,Pass
12.91721128,10.51338213,0.195680478,Pass
8.322398398,10.51338213,0.195680478,Excellent
6.680183174,10.51338213,0.195680478,Pass
6.680183174,10.51338213,0.195680478,Pass
7.456215243,10.51338213,0.195680478,Pass
12.91721128,8.65053754,0.195680478,Excellent
12.91721128,12.77737982,0.195680478,Pass
9.289205427,10.51338213,0.195680478,Good
12.91721128,10.51338213,0.195680478,Pass
6.680183174,10.51338213,0.195680478,Pass
6.680183174,10.51338213,0.195680478,Pass
6.680183174,10.51338213,0.195680478,Fail
7.456215243,10.51338213,0.195680478,Pass
14.41779441,10.51338213,0.195680478,Pass
14.41779441,8.65053754,0.195680478,Pass
12.91721128,8.65053754,0.195680478,Excellent
8.322398398,10.51338213,0.195680478,Excellent
12.91721128,12.77737982,0.195680478,Pass
3.45468122,7.117766557,0.727610573,Pass
3.095123009,7.117766557,0.727610573,Pass
3.85600905,7.117766557,0.727610573,Pass
4.303958845,7.117766557,0.727610573,Pass
4.303958845,7.117766557,0.727610573,Pass
2.772987095,7.117766557,0.727610573,Pass
3.85600905,7.117766557,0.727610573,Pass
2.772987095,7.117766557,0.727610573,Pass
4.303958845,3.262468451,0.727610573,Pass
4.803946644,7.117766557,0.727610573,Pass
4.803946644,3.262468451,0.727610573,Pass
4.803946644,3.965022677,0.727610573,Pass
5.362017666,3.965022677,0.727610573,Pass
5.362017666,3.965022677,0.727610573,Pass
5.362017666,4.818868004,0.727610573,Pass
4.803946644,4.818868004,0.727610573,Pass
4.803946644,4.818868004,0.727610573,Pass
4.803946644,4.818868004,0.727610573,Pass
4.303958845,7.117766557,0.727610573,Pass
4.803946644,5.856584117,0.727610573,Pass
4.803946644,5.856584117,0.727610573,Pass
4.803946644,5.856584117,0.727610573,Pass
4.803946644,7.117766557,0.727610573,Pass
4.803946644,5.856584117,0.727610573,Pass
4.303958845,5.856584117,0.727610573,Pass
4.803946644,7.117766557,0.727610573,Pass
4.803946644,7.117766557,0.727610573,Pass
4.303958845,5.856584117,0.727610573,Pass
4.803946644,5.856584117,0.727610573,Pass
27.87913023,12.77737982,372.4505622,Excellent
22.37788769,22.93717192,372.4505622,Good
31.11782871,18.87298153,372.4505622,Good
27.87913023,15.52891668,372.4505622,Pass
27.87913023,15.52891668,372.4505622,Fail
31.11782871,12.77737982,372.4505622,Fail
27.87913023,12.77737982,372.4505622,Pass
24.97751079,15.52891668,372.4505622,Fail
31.11782871,12.77737982,372.4505622,Pass
27.87913023,18.87298153,372.4505622,Pass
0.923947288,1.230409133,0.073077532,Excellent
0.923947288,1.012395465,0.073077532,Pass
0.923947288,1.230409133,0.073077532,Excellent
1.786601059,3.965022677,0.727610573,Fail
0.741629616,1.81739051,0.727610573,Excellent
1.786601059,3.965022677,0.727610573,Excellent
0.923947288,2.208755332,0.727610573,Pass
1.600654212,3.965022677,0.727610573,Pass
1.600654212,3.262468451,0.727610573,Good
1.600654212,3.262468451,0.727610573,Pass
1.600654212,3.262468451,0.727610573,Pass
1.284805512,2.208755332,0.727610573,Pass
1.284805512,2.208755332,0.727610573,Good
1.284805512,2.684398366,0.727610573,Pass
1.600654212,2.684398366,0.727610573,Pass
1.786601059,2.684398366,0.727610573,Good
1.786601059,3.262468451,0.727610573,Pass
1.994149218,3.262468451,0.727610573,Good
2.225808096,3.262468451,0.727610573,Pass
1.600654212,4.818868004,0.727610573,Pass
1.151084818,2.208755332,0.727610573,Good
1.031281579,2.208755332,0.727610573,Pass
1.031281579,1.81739051,0.727610573,Pass
1.994149218,3.965022677,0.727610573,Excellent
1.434060443,2.684398366,0.727610573,Excellent
5.362017666,8.65053754,0.037897287,Good
0.198347294,0.212694055,10.06009321,Pass
0.198347294,0.175007232,10.06009321,Good
0.159208463,0.258496524,10.06009321,Fail
0.091900066,0.258496524,10.06009321,Pass
0.091900066,0.212694055,10.06009321,Fail
0.177703596,0.258496524,10.06009321,Excellent
0.012710852,0.020481563,7.244595292,Fail
0.012710852,0.020481563,7.244595292,Good
4.303958845,2.684398366,0.727610573,Pass
4.303958845,2.684398366,0.727610573,Pass
4.803946644,3.965022677,0.727610573,Good
5.362017666,4.818868004,0.727610573,Pass
4.803946644,5.856584117,0.727610573,Good
4.803946644,5.856584117,0.727610573,Excellent
4.803946644,5.856584117,0.727610573,Pass
4.803946644,5.856584117,0.727610573,Excellent
4.803946644,7.117766557,0.727610573,Pass
4.803946644,2.684398366,0.727610573,Excellent
4.803946644,2.684398366,0.727610573,Pass
4.803946644,3.262468451,0.727610573,Pass
5.984919397,5.856584117,0.727610573,Pass
5.984919397,4.818868004,0.727610573,Good
4.803946644,3.262468451,0.727610573,Pass
1.994149218,3.262468451,0.037897287,Excellent
1.786601059,3.262468451,0.037897287,Pass
1.994149218,3.262468451,0.037897287,Pass
1.994149218,3.262468451,0.037897287,Pass
1.994149218,3.262468451,0.037897287,Pass
1.786601059,3.262468451,0.037897287,Pass
1.994149218,3.262468451,0.037897287,Fail
1.994149218,3.262468451,0.037897287,Pass
1.151084818,0.833011192,0.073077532,Good
1.600654212,0.833011192,0.073077532,Good
1.151084818,0.833011192,0.073077532,Good
1.284805512,0.175007232,0.073077532,Excellent
1.151084818,0.381815379,0.073077532,Excellent
0.923947288,0.381815379,0.073077532,Pass
0.923947288,0.464037172,0.073077532,Excellent
0.923947288,0.563964967,0.073077532,Good
1.600654212,0.833011192,0.073077532,Good
1.284805512,0.258496524,0.073077532,Excellent
5.362017666,7.117766557,0.727610573,Excellent
0.53333105,0.464037172,0.271728615,Pass
7.26E-05,0.000156271,13.96979008,Good
7.26E-05,0.000128582,13.96979008,Excellent
8.10E-05,0.000128582,13.96979008,Good
0.027433745,0.011409458,1.010384969,Fail
1.284805512,0.036767251,0.014152869,Good
1.284805512,0.036767251,0.014152869,Pass
1.284805512,0.054307507,0.014152869,Good
1.284805512,0.080215552,0.014152869,Fail
1.284805512,0.044684871,0.014152869,Fail
1.284805512,0.024892152,0.014152869,Fail
1.284805512,0.020481563,0.014152869,Fail
10.36832573,10.51338213,37.40705398,Fail
1.284805512,4.818868004,0.195680478,Fail
2.225808096,5.856584117,0.195680478,Fail
9.289205427,5.856584117,1.948330493,Good
9.289205427,5.856584117,1.948330493,Pass
1.434060443,1.81739051,0.377331664,Excellent
1.434060443,1.81739051,0.377331664,Good
1.600654212,1.495370817,0.377331664,Pass
1.600654212,1.495370817,0.377331664,Excellent
1.786601059,1.230409133,0.377331664,Good
1.600654212,1.495370817,0.377331664,Good
1.994149218,1.230409133,0.377331664,Good
1.994149218,1.230409133,0.377331664,Fail
1.434060443,1.81739051,0.377331664,Good
1.600654212,1.495370817,0.377331664,Good
1.434060443,1.81739051,0.377331664,Excellent
1.031281579,1.81739051,0.377331664,Good
1.434060443,1.81739051,0.377331664,Fail
0.923947288,2.208755332,0.377331664,Excellent
1.434060443,1.81739051,0.377331664,Fail
0.923947288,2.208755332,0.377331664,Excellent
0.923947288,1.81739051,0.377331664,Pass
0.923947288,2.208755332,0.377331664,Good
0.923947288,2.208755332,0.377331664,Excellent
0.923947288,1.81739051,0.377331664,Excellent
0.923947288,1.81739051,0.377331664,Good
0.923947288,1.81739051,0.377331664,Pass
1.031281579,1.81739051,0.377331664,Excellent
0.923947288,2.208755332,0.377331664,Fail
0.923947288,2.208755332,0.377331664,Good
0.073765908,0.044684871,5.217065074,Fail
0.066088459,0.044684871,5.217065074,Good
0.073765908,0.044684871,5.217065074,Fail
3.45468122,0.563964967,0.377331664,Pass
3.45468122,0.563964967,0.377331664,Good
3.45468122,0.563964967,0.377331664,Good
4.303958845,0.685411649,0.377331664,Good
0.015835609,0.007724428,0.140915779,Fail
1.284805512,2.684398366,0.037897287,Good
5.362017666,5.856584117,0.052625471,Good
5.984919397,3.262468451,0.052625471,Excellent
5.984919397,3.262468451,0.052625471,Good
4.803946644,3.262468451,0.052625471,Fail
4.803946644,3.262468451,0.052625471,Good
5.362017666,3.262468451,0.052625471,Good
5.984919397,2.684398366,0.052625471,Fail
2.772987095,1.230409133,0.052625471,Good
4.803946644,3.965022677,0.052625471,Fail
5.984919397,2.684398366,0.052625471,Fail
5.362017666,2.684398366,0.052625471,Good
5.362017666,3.262468451,0.052625471,Good
3.45468122,3.262468451,0.052625471,Pass
3.85600905,3.262468451,0.052625471,Fail
3.45468122,3.262468451,0.052625471,Good
2.48437862,1.495370817,0.052625471,Good
3.85600905,3.965022677,0.052625471,Excellent
3.45468122,1.495370817,0.052625471,Excellent
3.45468122,1.495370817,0.052625471,Good
3.85600905,3.262468451,0.052625471,Excellent
3.45468122,2.684398366,0.052625471,Good
3.45468122,2.684398366,0.052625471,Fail
3.45468122,7.117766557,0.052625471,Good
2.772987095,3.965022677,0.052625471,Excellent
2.772987095,3.965022677,0.052625471,Good
2.772987095,3.965022677,0.052625471,Pass
2.772987095,3.965022677,0.052625471,Good
3.45468122,2.208755332,0.052625471,Good
3.45468122,2.208755332,0.052625471,Good
3.45468122,2.208755332,0.052625471,Excellent
3.85600905,2.208755332,0.052625471,Excellent
3.85600905,3.965022677,0.052625471,Good
3.45468122,1.495370817,0.052625471,Good
4.803946644,2.208755332,0.052625471,Good
4.803946644,1.81739051,0.052625471,Good
4.303958845,1.230409133,0.052625471,Excellent
2.772987095,3.965022677,0.052625471,Good
2.48437862,3.965022677,0.052625471,Good
4.303958845,2.684398366,0.052625471,Good
3.85600905,3.965022677,0.052625471,Good
5.362017666,3.965022677,0.052625471,Excellent
2.772987095,3.965022677,0.052625471,Fail
2.772987095,3.965022677,0.052625471,Pass
4.803946644,2.208755332,0.052625471,Excellent
3.45468122,1.495370817,0.052625471,Pass
3.85600905,3.262468451,0.052625471,Excellent
3.45468122,1.495370817,0.052625471,Good
5.984919397,3.262468451,0.052625471,Good
5.984919397,7.117766557,0.052625471,Good
3.85600905,5.856584117,0.052625471,Pass
3.85600905,5.856584117,0.052625471,Good
3.45468122,4.818868004,0.052625471,Good
3.45468122,4.818868004,0.052625471,Excellent
3.45468122,4.818868004,0.052625471,Good
3.45468122,1.495370817,0.052625471,Excellent
3.45468122,4.818868004,0.052625471,Pass
3.095123009,4.818868004,0.052625471,Fail
2.48437862,1.495370817,0.052625471,Good
2.772987095,1.495370817,0.052625471,Good
3.095123009,1.495370817,0.052625471,Excellent
3.095123009,1.495370817,0.052625471,Excellent
3.45468122,1.81739051,0.052625471,Fail
3.45468122,1.81739051,0.052625471,Good
3.095123009,4.818868004,0.052625471,Good
3.45468122,3.965022677,0.052625471,Good
2.772987095,1.81739051,0.052625471,Pass
3.45468122,3.262468451,0.052625471,Fail
5.362017666,3.262468451,0.052625471,Fail
3.85600905,2.208755332,0.052625471,Excellent
5.362017666,2.684398366,0.052625471,Good
4.303958845,1.012395465,0.052625471,Good
3.85600905,1.230409133,0.052625471,Excellent
3.45468122,1.230409133,0.052625471,Good
3.095123009,2.208755332,0.052625471,Good
3.45468122,1.495370817,0.052625471,Pass
3.095123009,1.81739051,0.052625471,Excellent
3.45468122,2.684398366,0.052625471,Good
3.45468122,3.262468451,0.052625471,Good
0.827784194,0.833011192,0.101477965,Pass
0.923947288,0.833011192,0.101477965,Good
1.151084818,0.833011192,0.101477965,Excellent
0.923947288,0.833011192,0.101477965,Pass
0.923947288,0.833011192,0.101477965,Pass
4.303958845,0.11848334,0.271728615,Pass
7.456215243,10.51338213,0.037897287,Fail
7.456215243,10.51338213,0.037897287,Fail
9.289205427,12.77737982,0.037897287,Fail
