Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
43,0.18524736218009152,0.23855234388147753,0.41572877310697787,0.16047152083145302
44,0.14737761063071272,0.1963451193317325,0.4192134142839513,0.25105109045578766
45,0.16235722131615518,0.2403741607742029,0.4809252994074577,0.11634331850218427
46,0.14696066363369312,0.1544227078748482,0.6268291418280996,0.0756215485580704
47,0.17557492463630922,0.24766970813302314,0.38837305602716904,0.1883823112034985
48,0.18389968418889338,0.26912968012953564,0.424965391010153,0.1470415294590225
49,0.15223096485577506,0.26209644372494034,0.3722993207496945,0.21337327066959008
50,0.09703105907042459,0.16092556331473354,0.6494694157188953,0.09065662092927547
51,0.19374663800057287,0.28337518876593354,0.3741520520647387,0.154975302346497
52,0.09876393026471042,0.12136734426824967,0.7332078810826929,0.04613332577012257
53,0.15874894253677263,0.283700168958661,0.3537648257417375,0.203786062762829
54,0.15901490096618226,0.15602257025372132,0.6153563245459102,0.02996220325512526
55,0.1757425768597436,0.26782004467412907,0.36594131119880374,0.19049606726732382
56,0.09174512147243419,0.1051932206271382,0.7472293673064443,0.05965870104346775
57,0.2004020404168854,0.2513316420767994,0.4086534860535324,0.13961283145278272
58,0.0792056498603707,0.09809512925356105,0.769978869554268,0.04699109667571453
59,0.18235396598825285,0.2978573276807562,0.3622215345614384,0.1576203347633074
60,0.12842478801364982,0.10607149129388474,0.736995908797226,0.03024025476471138
61,0.1799650277113893,0.2592241962053647,0.4492780013149404,0.11153277476830561
62,0.110493112789026,0.23703883817400653,0.3821815140719665,0.2801073349474336
63,0.15830089203893882,0.22169953298982617,0.49586989884798705,0.12412967612324813
64,0.14769696035912305,0.2023752257216491,0.45247052512248903,0.20912227103156017
65,0.15590619226047792,0.2489804383609461,0.36912637728536896,0.22598699209320716
66,0.16939303636869588,0.25735412478142705,0.35788075591712276,0.20045340581304205
67,0.1811214077375776,0.2565426300799648,0.40447017921160555,0.15531753985360525
68,0.23742564057432372,0.2826830816708592,0.3533392382713778,0.15190256120695966
69,0.21275369698102428,0.2539661772990719,0.3642860142273183,0.16899411149258547
70,0.10474448089598376,0.4190039941569614,0.1835307303200678,0.30387831481046085
71,0.19916977879544956,0.27985232212005734,0.3629275579730336,0.158138880911687
72,0.21441084293120016,0.3090731399375031,0.2634391032732318,0.2237059551934424
73,0.18281706891530544,0.2565940563468341,0.42333545829065605,0.13725341644720457
74,0.11648266842252923,0.21644500080251802,0.4447598386668827,0.2194524839569498
75,0.19988341217440272,0.2607873223513055,0.42029915385686684,0.11903011161742497
76,0.11264706532851973,0.2951556590194113,0.2021608544691443,0.37101826203438476
77,0.16363500926312508,0.23211285001375084,0.42067899117275354,0.18357314955037066
78,0.12557761852347524,0.26259305500496105,0.4478249968176007,0.16253613742619222
79,0.20157328012241155,0.26624403085263976,0.3739992970573954,0.15818339196755324
80,0.11790230647072397,0.28803654645111826,0.3423136210129536,0.22675056785010209
81,0.14670592024513676,0.2632439145861497,0.44593966219246867,0.14411050297624484
82,0.1033398231864007,0.1683529128393636,0.38703550105610085,0.3609582428073742
83,0.19693540631654471,0.2677735079598296,0.36451354317441337,0.1707775425492123
84,0.12316384511914974,0.2396295151013828,0.46798230467655855,0.16189183225682693
85,0.2086224577857965,0.2721889185309195,0.3886773828272676,0.13051124085601645
86,0.19011901510968204,0.3501537824430051,0.3379794056725817,0.13669103836017815
87,0.18529383898472815,0.2397144220790885,0.41907794256002906,0.15591379637615424
88,0.20287713318367362,0.35737300722142756,0.2657799339478276,0.15549009170355105
89,0.19368656939123702,0.2809296322021836,0.40507991309967195,0.12030388530690728
90,0.25373758514213923,0.31722663774625764,0.1703475233300359,0.2714944087424433
91,0.16088944316115833,0.2567215156015454,0.42300142009719066,0.1593876211401055
92,0.18045472671807933,0.28413791894893903,0.23057200795805266,0.2979675862626944
93,0.20343083103465623,0.29110835509054633,0.3742773400801023,0.13118347379469505
94,0.2622300918663767,0.24388487279261034,0.31118272719108403,0.18930928612126313
95,0.1748127856214837,0.2573654320381922,0.3656288101939992,0.20219297214632495
96,0.15215361587525994,0.28584938351113975,0.261005311262221,0.3002099874479436
97,0.17031918041510938,0.21846169224280965,0.45729870953134205,0.15392041781073895
98,0.1723305592484733,0.14981395358284552,0.5976094471669294,0.12254835526963172
99,0.17504958157283476,0.29616039776531217,0.40743478554872303,0.12135523511313001
100,0.09636469906882399,0.13754742837142608,0.6026145996562975,0.14177685092223208
101,0.200776757976297,0.26221396258472945,0.4022934081863688,0.1347158712526048
102,0.21950065656052348,0.2770585732694694,0.3468257564806646,0.16493394157728092
103,0.15388507635810236,0.2713785771105336,0.3975766857768361,0.17715966075452794
104,0.1896841009905326,0.34522954753244733,0.2933797367780233,0.17805918710725424
105,0.18756761616151263,0.2383032382740296,0.41976030117914226,0.1543688443853152
106,0.07776720641606664,0.16100281397496044,0.6758038815639149,0.07364184352055582
107,0.20922902235528934,0.2829636850702627,0.37010706775100827,0.1377002248234396
108,0.21509399346778676,0.27368831497402046,0.3645894753637152,0.14335542326053508
109,0.20251036841038117,0.2866856972293309,0.38301683278883963,0.12778710157144815
110,0.13241309255323172,0.2502952643184847,0.33315286391560117,0.28798971370814486
111,0.18746914987276506,0.2370253932403884,0.4304164838507604,0.14508897303608606
112,0.185942584379237,0.2975437788662261,0.3782220820589353,0.14462296628774524
113,0.1760421047814222,0.24679242337104973,0.42728294891359636,0.14988252293393173
114,0.26086904140939404,0.34441038098312327,0.19945638519816253,0.21391988443862442
115,0.16755821306970195,0.23860450593933866,0.44151797192535547,0.152319309065604
116,0.08927210371425104,0.11849179617580224,0.6673045955722383,0.11814037047656305
117,0.20130297081546547,0.2657598551849796,0.35267589100106256,0.18026128299849223
118,0.08008274182270111,0.09001152710414066,0.7726861989180834,0.05856646853130863
119,0.18890553509669908,0.282827929302402,0.389843355471196,0.1384231801297028
